time(s),joint1(rad),joint2(rad),joint3(rad),joint4(rad),joint5(rad),joint6(rad)
3.78442000,1.35285000,-0.01383720,-1.23958000,2.03257000,1.29593000,0.05117910
3.80442000,1.35285000,-0.01294770,-1.23518000,2.03607000,1.29593000,0.05117930
3.84986000,1.35285000,-0.01142000,-1.22800000,2.04173000,1.29593000,0.05118080
3.86986000,1.35285000,-0.01065600,-1.22428000,2.04467000,1.29593000,0.05118090
3.88986000,1.35285000,-0.00814536,-1.21255000,2.05388000,1.29593000,0.05118310
3.93268000,1.35285000,-0.00845550,-1.21409000,2.05266000,1.29593000,0.05118260
3.95268000,1.35285000,-0.00572348,-1.20146000,2.06255000,1.29593000,0.05118490
3.99569000,1.35285000,-0.00602900,-1.20292000,2.06140000,1.29593000,0.05118430
4.01569000,1.35287000,-0.00542703,-1.20144000,2.06365000,1.29602000,0.05078450
4.09593000,1.35287000,-0.00654816,-1.20667000,2.05948000,1.29602000,0.05073510
4.11593000,1.35287000,-0.00672721,-1.20727000,2.05903000,1.29602000,0.05073950
4.13593000,1.35287000,-0.00801148,-1.21318000,2.05440000,1.29602000,0.05074010
4.21899000,1.35287000,-0.00897423,-1.21780000,2.05076000,1.29602000,0.05074080
4.23899000,1.35287000,-0.00998407,-1.22234000,2.04719000,1.29602000,0.05074290
4.28208000,1.35287000,-0.01037590,-1.22421000,2.04569000,1.29602000,0.05074370
4.30208000,1.35287000,-0.01152640,-1.22961000,2.04144000,1.29602000,0.05074540
4.34636000,1.35287000,-0.01145580,-1.22935000,2.04161000,1.29602000,0.05074520
4.36636000,1.35287000,-0.01264810,-1.23502000,2.03715000,1.29602000,0.05074690
4.40926000,1.35287000,-0.01256290,-1.23478000,2.03728000,1.29602000,0.05074710
4.42926000,1.35287000,-0.01375210,-1.24038000,2.03288000,1.29602000,0.05074870
4.47138000,1.35287000,-0.01364890,-1.24002000,2.03312000,1.29602000,0.05074900
4.49138000,1.35287000,-0.01485050,-1.24572000,2.02864000,1.29602000,0.05075020
4.53482000,1.35287000,-0.01474970,-1.24534000,2.02889000,1.29602000,0.05075120
4.55483000,1.35287000,-0.01594090,-1.25104000,2.02441000,1.29602000,0.05075200
4.59855000,1.35287000,-0.01702560,-1.25647000,2.02004000,1.29602000,0.05075460
4.64435000,1.35287000,-0.01691130,-1.25584000,2.02055000,1.29602000,0.05075440
4.66435000,1.35287000,-0.01807650,-1.26161000,2.01597000,1.29602000,0.05075450
4.70934000,1.35287000,-0.01796850,-1.26106000,2.01641000,1.29602000,0.05075510
4.72934000,1.35287000,-0.01912480,-1.26686000,2.01176000,1.29602000,0.05075580
4.77180000,1.35287000,-0.01901760,-1.26622000,2.01227000,1.29602000,0.05075680
4.79180000,1.35287000,-0.01977890,-1.27016000,2.00912000,1.29602000,0.05075670
4.85177000,1.35287000,-0.02045460,-1.27339000,2.00654000,1.29602000,0.05075870
4.87177000,1.35287000,-0.02150520,-1.27901000,2.00198000,1.29602000,0.05075900
4.91416000,1.35287000,-0.02138940,-1.27826000,2.00259000,1.29602000,0.05075960
4.93416000,1.35287000,-0.02249960,-1.28420000,1.99777000,1.29602000,0.05076020
4.97739000,1.35287000,-0.02237860,-1.28340000,1.99841000,1.29602000,0.05076080
4.99739000,1.35287000,-0.02348080,-1.28938000,1.99357000,1.29601000,0.05076110
5.04184000,1.35287000,-0.02371780,-1.29045000,1.99267000,1.29601000,0.05076220
5.06184000,1.35287000,-0.02477340,-1.29633000,1.98790000,1.29601000,0.05076280
5.10457000,1.35287000,-0.02464850,-1.29542000,1.98861000,1.29601000,0.05076340
5.12457000,1.35287000,-0.02571810,-1.30141000,1.98375000,1.29601000,0.05076400
5.16741000,1.35287000,-0.02628430,-1.30433000,1.98133000,1.29601000,0.05076550
5.21249000,1.35287000,-0.02621650,-1.30398000,1.98162000,1.29601000,0.05076540
5.23249000,1.35287000,-0.02726410,-1.30995000,1.97675000,1.29601000,0.05076600
5.27673000,1.35287000,-0.02714160,-1.30917000,1.97738000,1.29601000,0.05076620
5.29673000,1.35287000,-0.02817390,-1.31505000,1.97256000,1.29601000,0.05076710
5.33931000,1.35287000,-0.02804290,-1.31421000,1.97324000,1.29601000,0.05076740
5.35931000,1.35287000,-0.02907050,-1.32014000,1.96837000,1.29601000,0.05076790
5.40418000,1.35287000,-0.02927460,-1.32117000,1.96751000,1.29601000,0.05076900
5.42418000,1.35287000,-0.03025000,-1.32690000,1.96279000,1.29601000,0.05076980
5.46744000,1.35287000,-0.03076360,-1.32979000,1.96040000,1.29601000,0.05077050
5.51369000,1.35287000,-0.03069580,-1.32948000,1.96067000,1.29601000,0.05077080
5.53369000,1.35287000,-0.03167540,-1.33531000,1.95582000,1.29601000,0.05077160
5.57710000,1.35287000,-0.03154780,-1.33454000,1.95648000,1.29601000,0.05077150
5.59710000,1.35287000,-0.03251690,-1.34033000,1.95164000,1.29601000,0.05077230
5.64083000,1.35287000,-0.03270320,-1.34146000,1.95071000,1.29601000,0.05077300
5.66083000,1.35287000,-0.03361780,-1.34699000,1.94608000,1.29601000,0.05077400
5.70514000,1.35287000,-0.03349280,-1.34624000,1.94670000,1.29601000,0.05077390
5.72514000,1.35287000,-0.03442740,-1.35196000,1.94191000,1.29601000,0.05077510
5.80787000,1.35287000,-0.03482470,-1.35447000,1.93980000,1.29601000,0.05077610
5.82787000,1.35287000,-0.03574780,-1.36021000,1.93498000,1.29601000,0.05077640
5.87076000,1.35287000,-0.03563710,-1.35953000,1.93555000,1.29601000,0.05077660
5.89076000,1.35287000,-0.03652040,-1.36513000,1.93083000,1.29601000,0.05077730
5.93457000,1.35287000,-0.03640370,-1.36441000,1.93144000,1.29601000,0.05077760
5.95457000,1.35287000,-0.03728120,-1.37003000,1.92669000,1.29601000,0.05077830
5.99726000,1.35287000,-0.03716700,-1.36932000,1.92729000,1.29601000,0.05077860
6.01727000,1.35287000,-0.03746560,-1.37137000,1.92560000,1.29601000,0.05077860
6.06554000,1.35287000,-0.03740500,-1.37100000,1.92591000,1.29601000,0.05077860
6.08556000,1.35287000,-0.03744280,-1.37121000,1.92573000,1.29601000,0.05077860
6.16883000,1.35287000,-0.03735110,-1.37068000,1.92617000,1.29601000,0.05077900
6.18883000,1.35287000,-0.03744350,-1.37122000,1.92573000,1.29601000,0.05077860
6.23231000,1.35287000,-0.03741010,-1.37102000,1.92590000,1.29601000,0.05077860
6.25231000,1.35287000,-0.03744390,-1.37123000,1.92572000,1.29601000,0.05077860
6.29667000,1.35287000,-0.03741860,-1.37109000,1.92585000,1.29601000,0.05077860
6.31668000,1.35287000,-0.03744830,-1.37124000,1.92571000,1.29601000,0.05077860
6.35941000,1.35287000,-0.03742850,-1.37111000,1.92583000,1.29601000,0.05077860
6.37941000,1.35287000,-0.03745560,-1.37128000,1.92568000,1.29601000,0.05077860
6.42558000,1.35287000,-0.03742590,-1.37120000,1.92577000,1.29601000,0.05077860
6.47300000,1.35287000,-0.03743140,-1.37128000,1.92569000,1.29601000,0.05077860
6.49300000,1.35287000,-0.03745710,-1.37135000,1.92562000,1.29601000,0.05077860
6.53548000,1.35287000,-0.03744720,-1.37134000,1.92562000,1.29601000,0.05077860
6.55548000,1.35287000,-0.03746000,-1.37137000,1.92560000,1.29601000,0.05077860
6.59982000,1.35287000,-0.03745010,-1.37138000,1.92559000,1.29601000,0.05077860
6.61983000,1.35287000,-0.03746330,-1.37138000,1.92559000,1.29601000,0.05077860
6.66554000,1.35287000,-0.03745340,-1.37138000,1.92559000,1.29601000,0.05077860
6.71090000,1.35287000,-0.03745780,-1.37138000,1.92559000,1.29601000,0.05077860
6.73091000,1.35287000,-0.03746550,-1.37137000,1.92559000,1.29601000,0.05077860
6.77429000,1.35287000,-0.03746110,-1.37137000,1.92560000,1.29601000,0.05077860
6.79429000,1.35287000,-0.03747070,-1.37138000,1.92559000,1.29601000,0.05077860
6.85512000,1.35287000,-0.03747030,-1.37137000,1.92559000,1.29601000,0.05077860
6.89950000,1.35287000,-0.03747180,-1.37138000,1.92559000,1.29601000,0.05077860
6.91950000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
6.96250000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
6.98251000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.02531000,1.35287000,-0.03747210,-1.37138000,1.92559000,1.29601000,0.05077860
7.04531000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.08720000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.13082000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.15082000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.19421000,1.35287000,-0.03747210,-1.37138000,1.92559000,1.29601000,0.05077860
7.21422000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.25791000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.27791000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.32109000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.34109000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.38374000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.40374000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.44637000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077900
7.48784000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.50784000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.55018000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.57018000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.61284000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.63284000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.67534000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.69534000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.73881000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.75881000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.80106000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.82106000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.86401000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.88401000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.92635000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077820
7.96895000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077860
7.98895000,1.35287000,-0.03747250,-1.37138000,1.92559000,1.29601000,0.05077900
