time(s),joint1(rad),joint2(rad),joint3(rad),joint4(rad),joint5(rad),joint6(rad)
6.69761000,0.90735300,0.70612500,-0.94280800,-1.64089000,0.73853400,-0.84077900
6.74048000,0.90735300,0.70612500,-0.94280800,-1.64089000,0.73853400,-0.84077900
6.77049000,0.90735400,0.70612600,-0.94280500,-1.64088000,0.73853100,-0.84077900
6.83045000,0.90735400,0.70612700,-0.94280300,-1.64088000,0.73852900,-0.84077900
6.86046000,0.90735600,0.70612800,-0.94279900,-1.64087000,0.73852500,-0.84077900
6.90353000,0.90735600,0.70612800,-0.94279900,-1.64087000,0.73852500,-0.84077900
6.94649000,0.90735600,0.70612900,-0.94279700,-1.64087000,0.73852300,-0.84077900
6.97650000,0.90735700,0.70613000,-0.94279200,-1.64086000,0.73851900,-0.84077900
7.01852000,0.90735700,0.70613000,-0.94279200,-1.64086000,0.73851900,-0.84077900
7.04852000,0.90735800,0.70613100,-0.94278900,-1.64086000,0.73851500,-0.84077900
7.09053000,0.90735800,0.70613100,-0.94278900,-1.64086000,0.73851500,-0.84077900
7.12053000,0.90735900,0.70613200,-0.94278600,-1.64085000,0.73851200,-0.84077900
7.16253000,-1.03954000,-0.50212900,1.30221000,1.85489000,-0.47019900,0.24237100
7.19253000,0.90736000,0.70613400,-0.94278100,-1.64085000,0.73850800,-0.84077900
7.27493000,0.90736000,0.70613400,-0.94278000,-1.64084000,0.73850600,-0.84077900
7.30494000,0.90736100,0.70613600,-0.94277500,-1.64084000,0.73850200,-0.84077900
7.34751000,0.90736100,0.70613600,-0.94277500,-1.64084000,0.73850200,-0.84077900
7.37752000,0.90736200,0.70613700,-0.94277200,-1.64083000,0.73849900,-0.84077900
7.42046000,0.90736200,0.70613700,-0.94277200,-1.64083000,0.73849900,-0.84077900
7.45047000,0.90736300,0.70613800,-0.94276900,-1.64083000,0.73849600,-0.84077900
7.49341000,0.90736300,0.70613800,-0.94276900,-1.64083000,0.73849600,-0.84077900
7.52341000,0.90736400,0.70614000,-0.94276400,-1.64082000,0.73849100,-0.84077900
7.56647000,0.90736400,0.70614000,-0.94276400,-1.64082000,0.73849100,-0.84077900
7.59647000,0.90736500,0.70614100,-0.94276100,-1.64082000,0.73848800,-0.84077900
7.63845000,0.90736500,0.70614100,-0.94276100,-1.64082000,0.73848800,-0.84077900
7.66846000,0.90736600,0.70614200,-0.94275600,-1.64081000,0.73848300,-0.84077900
7.71083000,0.90736600,0.70614200,-0.94275600,-1.64081000,0.73848300,-0.84077900
7.74083000,0.90736700,0.70614300,-0.94275300,-1.64080000,0.73848000,-0.84077900
7.78352000,0.90736700,0.70614300,-0.94275300,-1.64080000,0.73848000,-0.84077900
7.81353000,0.90736800,0.70614500,-0.94274800,-1.64080000,0.73847600,-0.84077900
7.85557000,0.90736800,0.70614500,-0.94274800,-1.64080000,0.73847600,-0.84077900
7.88557000,0.90736900,0.70614600,-0.94274500,-1.64079000,0.73847300,-0.84077900
7.92757000,0.90736900,0.70614600,-0.94274500,-1.64079000,0.73847300,-0.84077900
7.95757000,0.90737000,0.70614700,-0.94274200,-1.64079000,0.73847000,-0.84077900
7.99943000,0.90737000,0.70614700,-0.94274200,-1.64079000,0.73847000,-0.84077900
8.02943000,0.90737100,0.70614800,-0.94273700,-1.64078000,0.73846500,-0.84077900
8.07142000,0.90737100,0.70614800,-0.94273700,-1.64078000,0.73846500,-0.84077900
8.10142000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.14462000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.17462000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.21650000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.24650000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.28865000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.31866000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.36043000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.39044000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.43348000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.47657000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.50657000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.54855000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.57855000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.62044000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.65045000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.69239000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.72240000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.76440000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.83149000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.86149000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.90342000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
8.93342000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.01541000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.04541000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.08741000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.11741000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.15942000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.18942000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.23148000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.26149000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.30347000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.34549000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.37549000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.41745000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.44745000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.48993000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.51993000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.56153000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.59153000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.62674000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.65674000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.69846000,0.90737100,0.70614900,-0.94273600,-1.64078000,0.73846400,-0.84077900
9.77000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
9.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
9.84000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
9.89000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
9.92000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
9.96000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
9.99000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
10.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
11.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
12.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
13.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.00000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.10000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.20000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.30000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.40000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.50000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.60000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.70000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.80000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
14.90000000,0.90700000,0.70600000,-0.94300000,-1.64000000,0.73800000,-0.84100000
